,arr_delay
131786,-35.0
131787,44.0
131788,-3.0
131789,-2.0
131790,-25.0
131791,19.0
131792,7.0
131793,-10.0
131794,-11.0
131795,-25.0
131796,-25.0
131797,-12.0
131798,-18.0
131799,-11.0
131800,-12.0
131801,-11.0
131802,19.0
131803,-10.0
131804,-7.0
131805,40.0
131806,-5.0
131807,7.0
131808,-15.0
131809,-15.0
131810,4.0
131811,-14.0
131812,1.0
131813,-32.0
131814,-18.0
131815,37.0
131816,-16.0
131817,5.0
131818,7.0
131819,40.0
131820,49.0
131821,-9.0
131822,139.0
131823,-19.0
131824,-4.0
131825,13.0
131826,-15.0
131827,4.0
131828,32.0
131829,-21.0
131830,-21.0
131831,-2.0
131832,-5.0
131833,-28.0
131834,-20.0
131835,-3.0
131836,-23.0
131837,30.0
131838,7.0
131839,-18.0
131840,-17.0
131841,-15.0
131842,97.0
131843,-14.0
131844,6.0
131845,11.0
131846,226.0
131847,0.0
131848,-9.0
131849,40.0
131850,35.0
131851,-9.0
131852,-19.0
131853,-24.0
131854,22.0
131855,-15.0
131856,5.0
131857,-10.0
131858,15.0
131859,28.0
131860,-14.0
131861,166.0
131862,-25.0
131863,-11.0
131864,-21.0
131865,23.0
131866,-6.0
131867,-11.0
131868,90.0
131869,-1.0
131870,-19.0
131871,82.0
131872,-28.0
131873,-12.0
131874,25.0
131875,-19.0
131876,-1.0
131877,-9.0
131878,0.0
131879,270.0
131880,-3.0
131881,14.0
131882,-15.0
131883,-3.0
131884,-6.0
131885,-18.0
131886,-36.0
131887,-10.0
131888,25.0
131889,-20.0
131890,61.0
131891,135.0
131892,-10.0
131893,72.0
131894,-10.0
131895,-14.0
131896,-24.0
131897,-8.0
131898,180.0
131899,-23.0
131900,-7.0
131901,-17.0
131902,-15.0
131903,-9.0
131904,-11.0
131905,4.0
131906,-10.0
131907,-16.0
131908,-39.0
131909,3.0
131910,2.0
131911,1.0
131912,-32.0
131913,-7.0
131914,-17.0
131915,-13.0
131916,-15.0
131917,-6.0
131918,122.0
131919,-14.0
131920,-33.0
131921,66.0
131922,19.0
131923,4.0
131924,0.0
131925,0.0
131926,111.0
131927,5.0
131928,-19.0
131929,-37.0
131930,13.0
131931,20.0
131932,-4.0
131933,27.0
131934,5.0
131935,-11.0
131936,18.0
131937,-18.0
131938,165.0
131939,-13.0
131940,8.0
131941,-12.0
131942,-10.0
131943,-15.0
131944,3.0
131945,39.0
131946,70.0
131947,-12.0
131948,107.0
131949,-12.0
131950,-25.0
131951,101.0
131952,-17.0
131953,-5.0
131954,6.0
131955,13.0
131956,6.0
131957,-10.0
131958,4.0
131959,-8.0
131960,-1.0
131961,-21.0
131962,-12.0
131963,-11.0
131964,-6.0
131965,-19.0
131966,-4.0
131967,-20.0
131968,34.0
131969,81.0
131970,-11.0
131971,1.0
131972,-10.0
131973,19.0
131974,-4.0
131975,7.0
131976,6.0
131977,-26.0
131978,-17.0
131979,-20.0
131980,0.0
131981,-42.0
131982,0.0
131983,-22.0
131984,282.0
131985,8.0
131986,-13.0
131987,15.0
131988,17.0
131989,-5.0
131990,-5.0
131991,95.0
131992,-39.0
131993,-4.0
131994,7.0
131995,109.0
131996,-20.0
131997,-9.0
131998,-6.0
131999,10.0
132000,0.0
132001,10.0
132002,-4.0
132003,21.0
132004,-26.0
132005,24.0
132006,-31.0
132007,9.0
132008,2.0
132009,104.0
132010,-12.0
132011,1.0
132012,-14.0
132013,-5.0
132014,18.0
132015,3.0
132016,-9.0
132017,-20.0
132018,-7.0
132019,13.0
132020,-3.0
132021,-12.0
132022,-5.0
132023,51.0
132024,-21.0
132025,-9.0
132026,140.0
132027,91.0
132028,153.0
132029,104.0
132030,-14.0
132031,-13.0
132032,78.0
132033,26.0
132034,-22.0
132035,-29.0
132036,-6.0
132037,-17.0
132038,4.0
132039,47.0
132040,18.0
132041,-32.0
132042,-4.0
132043,-13.0
132044,-16.0
132045,11.0
132046,-14.0
132047,-16.0
132048,5.0
132049,-5.0
132050,3.0
132051,-12.0
132052,14.0
132053,-7.0
132054,16.0
132055,-14.0
132056,141.0
132057,-17.0
132058,-22.0
132059,273.0
132060,-16.0
132061,-16.0
132062,241.0
132063,-19.0
132064,37.0
132065,-37.0
132066,-22.0
132067,-10.0
132068,1.0
132069,12.0
132070,-21.0
132071,-7.0
132072,-12.0
132073,-11.0
132074,-16.0
132075,3.0
132076,-5.0
132077,9.0
132078,-38.0
132079,-5.0
132080,-10.0
132081,3.0
132082,88.0
132083,27.0
132084,-8.0
132085,-45.0
132086,29.0
132087,-7.0
132088,7.0
132089,5.0
132090,4.0
132091,-37.0
132092,-47.0
132093,-30.0
132094,-12.0
132095,-5.0
132096,95.0
132097,-13.0
132098,-10.0
132099,-25.0
132100,-20.0
132101,-5.0
132102,-4.0
132103,3.0
132104,-4.0
132105,38.0
132106,-3.0
132107,-21.0
132108,-2.0
132109,107.0
132110,-19.0
132111,-9.0
132112,76.0
132113,21.0
132114,9.0
132115,-12.0
132116,40.0
132117,18.0
132118,-26.0
132119,20.0
132120,-7.0
132121,-44.0
132122,243.0
132123,6.0
132124,-13.0
132125,-24.0
132126,-26.0
132127,-8.0
132128,18.0
132129,-2.0
132130,-13.0
132131,-15.0
132132,-10.0
132133,-12.0
132134,0.0
132135,-14.0
132136,-21.0
132137,-8.0
132138,-13.0
132139,0.0
132140,17.0
132141,74.0
132142,-19.0
132143,-1.0
132144,-38.0
132145,2.0
132146,-8.0
132147,15.0
132148,-2.0
132149,-12.0
132150,-4.0
132151,5.0
132152,-26.0
132153,-18.0
132154,-1.0
132155,-12.0
132156,-24.0
132157,175.0
132158,32.0
132159,-26.0
132160,31.0
132161,175.0
132162,-25.0
132163,-16.0
132164,-14.0
132165,26.0
132166,-27.0
132167,-2.0
132168,-15.0
132169,2.0
132170,5.0
132171,-21.0
132172,27.0
132173,-5.0
132174,0.0
132175,7.0
132176,13.0
132177,-16.0
132178,-8.0
132179,-21.0
132180,-12.0
132181,-10.0
132182,-37.0
132183,125.0
132184,-39.0
132185,-22.0
132186,-17.0
132187,20.0
132188,-25.0
132189,-11.0
132190,-4.0
132191,-12.0
132192,14.0
132193,20.0
132194,-38.0
132195,-15.0
132196,-15.0
132197,-4.0
132198,-12.0
132199,-26.0
132200,1.0
132201,20.0
132202,33.0
132203,-10.0
132204,-4.0
132205,314.0
132206,-25.0
132207,17.0
132208,132.0
132209,-9.0
132210,44.0
132211,5.0
132212,-10.0
132213,-2.0
132214,-7.0
132215,113.0
132216,-3.0
132217,-16.0
132218,-28.0
132219,46.0
132220,-7.0
132221,-16.0
132222,-4.0
132223,25.0
132224,38.0
132225,-13.0
132226,-11.0
132227,-17.0
132228,5.0
132229,-9.0
132230,7.0
132231,-15.0
132232,11.0
132233,-22.0
132234,-20.0
132235,39.0
132236,-4.0
132237,-22.0
132238,-9.0
132239,1.0
132240,-14.0
132241,-16.0
132242,53.0
132243,-21.0
132244,-23.0
132245,8.0
132246,-39.0
132247,3.0
132248,-13.0
132249,204.0
132250,-23.0
132251,-7.0
132252,-15.0
132253,12.0
132254,-11.0
132255,-4.0
132256,-29.0
132257,-1.0
132258,-9.0
132259,-14.0
132260,-19.0
132261,-15.0
132262,-22.0
132263,43.0
132264,43.0
132265,-9.0
132266,-9.0
132267,-19.0
132268,9.0
132269,-9.0
132270,8.0
132271,104.0
132272,-13.0
132273,-23.0
132274,37.0
132275,-22.0
132276,1.0
132277,-13.0
132278,24.0
132279,-23.0
132280,-21.0
132281,-11.0
132282,-7.0
132283,-11.0
132284,-1.0
132285,-16.0
132286,14.0
132287,7.0
132288,-1.0
132289,59.0
132290,-23.0
132291,-20.0
132292,-12.0
132293,7.0
132294,-61.0
132295,-9.0
132296,33.0
132297,-1.0
132298,1.0
132299,-30.0
132300,-14.0
132301,1.0
132302,33.0
132303,-19.0
132304,43.0
132305,-41.0
132306,-6.0
132307,10.0
132308,-28.0
132309,-4.0
132310,24.0
132311,49.0
132312,-18.0
132313,-5.0
132314,-6.0
132315,-10.0
132316,3.0
132317,-6.0
132318,8.0
132319,-14.0
132320,-12.0
132321,22.0
132322,-7.0
132323,-31.0
132324,-14.0
132325,2.0
132326,28.0
132327,112.0
132328,338.0
132329,11.0
132330,-22.0
132331,86.0
132332,0.0
132333,2.0
132334,156.0
132335,4.0
132336,16.0
132337,34.0
132338,11.0
132339,-24.0
132340,-13.0
132341,-4.0
132342,1.0
132343,-16.0
132344,1.0
132345,3.0
132346,20.0
132347,-20.0
132348,-19.0
132349,5.0
132350,-20.0
132351,-15.0
132352,-15.0
132353,24.0
132354,-14.0
132355,1.0
132356,35.0
132357,-18.0
132358,-9.0
132359,-26.0
132360,2.0
132361,-11.0
132362,-14.0
132363,-7.0
132364,-6.0
132365,-18.0
132366,-9.0
132367,0.0
132368,-29.0
132369,3.0
132370,128.0
132371,-12.0
132372,-2.0
132373,-30.0
132374,-23.0
132375,143.0
132376,14.0
132377,0.0
132378,-32.0
132379,17.0
132380,-6.0
132381,13.0
132382,-19.0
132383,-9.0
132384,-21.0
132385,-6.0
132386,-5.0
132387,-20.0
132388,9.0
132389,-11.0
132390,-23.0
132391,-1.0
132392,-13.0
132393,43.0
132394,-19.0
132395,30.0
132396,-7.0
132397,-6.0
132398,12.0
132399,32.0
132400,-25.0
132401,12.0
132402,-8.0
132403,-27.0
132404,-29.0
132405,-6.0
132406,-22.0
132407,-23.0
132408,-7.0
132409,-2.0
132410,-42.0
132411,27.0
132412,-24.0
132413,79.0
132414,-22.0
132415,-9.0
132416,133.0
132417,-21.0
132418,-14.0
132419,53.0
132420,65.0
132421,8.0
132422,-27.0
132423,4.0
132424,-12.0
132425,43.0
132426,7.0
132427,0.0
132428,10.0
132429,-9.0
132430,-13.0
132431,-16.0
132432,-9.0
132433,29.0
132434,8.0
132435,181.0
132436,2.0
132437,-17.0
132438,4.0
132439,-13.0
132440,25.0
132441,-16.0
132442,-12.0
132443,54.0
132444,-32.0
132445,-18.0
132446,43.0
132447,-26.0
132448,-9.0
132449,12.0
132450,-4.0
132451,103.0
132452,0.0
132453,-12.0
132454,-17.0
132455,-21.0
132456,30.0
132457,3.0
132458,-11.0
132459,-4.0
132460,180.0
132461,-5.0
132462,-18.0
132463,-13.0
132464,-12.0
132465,65.0
132466,55.0
132467,-8.0
132468,3.0
132469,-21.0
132470,2.0
132471,26.0
132472,-5.0
132473,-1.0
132474,43.0
132475,-11.0
132476,-8.0
132477,-22.0
132478,-8.0
132479,272.0
132480,133.0
132481,-8.0
132482,-13.0
132483,-7.0
132484,17.0
132485,-13.0
132486,-4.0
132487,-8.0
132488,22.0
132489,11.0
132490,-6.0
132491,-17.0
132492,-20.0
132493,45.0
132494,-4.0
132495,76.0
132496,6.0
132497,5.0
132498,-4.0
132499,-6.0
132500,29.0
132501,125.0
132502,-8.0
132503,-9.0
132504,-43.0
132505,66.0
132506,39.0
132507,-30.0
132508,-22.0
132509,-12.0
132510,-7.0
132511,-23.0
132512,37.0
132513,118.0
132514,-7.0
132515,63.0
132516,-18.0
132517,-22.0
132518,-12.0
132519,172.0
132520,-18.0
132521,-13.0
132522,22.0
132523,6.0
132524,-11.0
132525,-18.0
132526,-21.0
132527,6.0
132528,-9.0
132529,-24.0
132530,-17.0
132531,-15.0
132532,-22.0
132533,-9.0
132534,36.0
132535,5.0
132536,-28.0
132537,-15.0
132538,-5.0
132539,-23.0
132540,-17.0
132541,46.0
132542,-22.0
132543,11.0
132544,-17.0
132545,-6.0
132546,59.0
132547,-28.0
132548,-9.0
132549,9.0
132550,-16.0
132551,9.0
132552,35.0
132553,-1.0
132554,-31.0
132555,5.0
132556,3.0
132557,100.0
132558,18.0
132559,-25.0
132560,9.0
132561,49.0
132562,-7.0
132563,33.0
132564,-23.0
132565,11.0
132566,13.0
132567,76.0
132568,-26.0
132569,61.0
132570,-20.0
132571,-7.0
132572,-7.0
132573,7.0
132574,-12.0
132575,-6.0
132576,-32.0
132577,0.0
132578,-25.0
132579,2.0
132580,-16.0
132581,150.0
132582,6.0
132583,-10.0
132584,15.0
132585,-11.0
132586,-17.0
132587,-2.0
132588,-8.0
132589,1.0
132590,-15.0
132591,-13.0
132592,9.0
132593,-16.0
132594,0.0
132595,-24.0
132596,-18.0
132597,4.0
132598,16.0
132599,-11.0
132600,-22.0
132601,-3.0
132602,-13.0
132603,200.0
132604,6.0
132605,88.0
132606,181.0
132607,-11.0
132608,5.0
132609,-18.0
132610,6.0
132611,-19.0
132612,26.0
132613,25.0
132614,-10.0
132615,-22.0
132616,1.0
132617,-3.0
132618,-19.0
132619,6.0
132620,-4.0
132621,21.0
132622,-9.0
132623,-20.0
132624,-34.0
132625,3.0
132626,-23.0
132627,4.0
132628,10.0
132629,-18.0
132630,9.0
132631,-4.0
132632,-23.0
132633,91.0
132634,-5.0
132635,-11.0
132636,-6.0
132637,34.0
132638,-10.0
132639,-18.0
132640,-10.0
132641,6.0
132642,-7.0
132643,14.0
132644,11.0
132645,-16.0
132646,-10.0
132647,-6.0
132648,-16.0
132649,-43.0
132650,27.0
132651,-7.0
132652,4.0
132653,-8.0
132654,-3.0
132655,-16.0
132656,-16.0
132657,-20.0
132658,73.0
132659,6.0
132660,-14.0
132661,11.0
132662,-22.0
132663,14.0
132664,-9.0
132665,45.0
132666,-15.0
132667,-15.0
132668,9.0
132669,-5.0
132670,-12.0
132671,-19.0
132672,-5.0
132673,-27.0
132674,-19.0
132675,-18.0
132676,-9.0
132677,1.0
132678,-18.0
132679,25.0
132680,11.0
132681,5.0
132682,-10.0
132683,-16.0
132684,24.0
132685,-4.0
132686,46.0
132687,10.0
132688,-27.0
132689,-17.0
132690,-15.0
132691,95.0
132692,-18.0
132693,-27.0
132694,-8.0
132695,106.0
132696,33.0
132697,30.0
132698,-18.0
132699,-4.0
132700,-3.0
132701,-4.0
132702,-14.0
132703,-10.0
132704,12.0
132705,7.0
132706,11.0
132707,-21.0
132708,-16.0
132709,-17.0
132710,2.0
132711,-26.0
132712,17.0
132713,44.0
132714,44.0
132715,-33.0
132716,-31.0
132717,-11.0
132718,-23.0
132719,-2.0
132720,-11.0
132721,71.0
132722,-21.0
132723,-13.0
132724,-7.0
132725,28.0
132726,14.0
132727,-36.0
132728,26.0
132729,-25.0
132730,-23.0
132731,-29.0
132732,59.0
132733,-8.0
132734,-9.0
132735,-30.0
132736,-37.0
132737,-28.0
132738,-2.0
132739,-1.0
132740,-10.0
132741,-28.0
132742,32.0
132743,18.0
132744,15.0
132745,-6.0
132746,-30.0
132747,-16.0
132748,40.0
132749,5.0
132750,-12.0
132751,-3.0
132752,-1.0
132753,-13.0
132754,131.0
132755,-7.0
132756,433.0
132757,62.0
132758,28.0
132759,1.0
132760,-17.0
132761,5.0
132762,6.0
132763,237.0
132764,-13.0
132765,2.0
132766,8.0
132767,-26.0
132768,10.0
132769,-18.0
132770,-24.0
132771,-8.0
132772,228.0
132773,8.0
132774,14.0
132775,12.0
132776,-20.0
132777,-6.0
132778,26.0
132779,-24.0
132780,-5.0
132781,51.0
132782,-15.0
132783,-3.0
132784,-20.0
132785,-16.0
132786,6.0
132787,10.0
132788,16.0
132789,9.0
132790,-5.0
132791,-5.0
132792,-9.0
132793,-8.0
132794,-11.0
132795,10.0
132796,-15.0
132797,-3.0
132798,3.0
132799,-16.0
132800,-10.0
132801,-20.0
132802,9.0
132803,-17.0
132804,-12.0
132805,-11.0
132806,6.0
132807,-24.0
132808,12.0
132809,-9.0
132810,-12.0
132811,30.0
132812,-13.0
132813,-29.0
132814,-1.0
132815,-23.0
132816,3.0
132817,234.0
132818,-28.0
132819,-6.0
132820,-8.0
132821,-11.0
132822,29.0
132823,139.0
132824,40.0
132825,10.0
132826,9.0
132827,-28.0
132828,-4.0
132829,-10.0
132830,110.0
132831,-16.0
132832,-13.0
132833,3.0
132834,8.0
132835,-10.0
132836,-39.0
132837,-22.0
132838,7.0
132839,-13.0
132840,155.0
132841,-17.0
132842,131.0
132843,-16.0
132844,18.0
132845,-16.0
132846,-1.0
132847,-18.0
132848,-34.0
132849,-30.0
132850,-10.0
132851,-16.0
132852,18.0
132853,23.0
132854,-28.0
132855,-7.0
132856,36.0
132857,-14.0
132858,6.0
132859,-5.0
132860,-14.0
132861,-4.0
132862,-5.0
132863,-18.0
132864,-15.0
132865,12.0
132866,1.0
132867,-14.0
132868,89.0
132869,-10.0
132870,-8.0
132871,-13.0
132872,-13.0
132873,-24.0
132874,-8.0
132875,-23.0
132876,-8.0
132877,1.0
132878,-4.0
132879,-8.0
132880,-11.0
132881,45.0
132882,-14.0
132883,-11.0
132884,33.0
132885,-13.0
132886,10.0
132887,-7.0
132888,-21.0
132889,-12.0
132890,-17.0
132891,-22.0
132892,-3.0
132893,-21.0
132894,60.0
132895,-14.0
132896,3.0
132897,-20.0
132898,58.0
132899,41.0
132900,67.0
132901,-1.0
132902,-17.0
132903,-18.0
132904,-12.0
132905,-7.0
132906,-19.0
132907,0.0
132908,25.0
132909,-28.0
132910,13.0
132911,12.0
132912,-16.0
132913,-21.0
132914,206.0
132915,4.0
132916,22.0
132917,5.0
132918,1.0
132919,-9.0
132920,-42.0
132921,-5.0
132922,-2.0
132923,15.0
132924,25.0
132925,9.0
132926,-2.0
132927,-20.0
132928,-6.0
132929,-21.0
132930,-29.0
132931,-12.0
132932,-14.0
132933,-26.0
132934,-30.0
132935,-8.0
132936,-5.0
132937,27.0
132938,-11.0
132939,75.0
132940,-14.0
132941,-17.0
132942,57.0
132943,33.0
132944,11.0
132945,-3.0
132946,-4.0
132947,-19.0
132948,-1.0
132949,-11.0
132950,-9.0
132951,-2.0
132952,-9.0
132953,-8.0
132954,-3.0
132955,-16.0
132956,-35.0
132957,-26.0
132958,-19.0
132959,-8.0
132960,-19.0
132961,0.0
132962,55.0
132963,68.0
132964,4.0
132965,-7.0
132966,111.0
132967,175.0
132968,174.0
132969,0.0
132970,-13.0
132971,64.0
132972,9.0
132973,-5.0
132974,-17.0
132975,-22.0
132976,17.0
132977,973.0
132978,0.0
132979,3.0
132980,-10.0
132981,-11.0
132982,-9.0
132983,40.0
132984,-24.0
132985,-20.0
132986,-37.0
132987,47.0
132988,-16.0
132989,34.0
132990,-11.0
132991,-23.0
132992,-18.0
132993,-9.0
132994,-27.0
132995,22.0
132996,-10.0
132997,164.0
132998,-15.0
132999,-5.0
133000,2.0
133001,-5.0
133002,75.0
133003,-18.0
133004,-6.0
133005,15.0
133006,8.0
133007,55.0
133008,30.0
133009,-14.0
133010,-1.0
133011,2.0
133012,-13.0
133013,-25.0
133014,-2.0
133015,4.0
133016,10.0
133017,-4.0
133018,3.0
133019,32.0
133020,23.0
133021,-11.0
133022,-6.0
133023,-3.0
133024,-8.0
133025,11.0
133026,-25.0
133027,184.0
133028,-9.0
133029,-12.0
133030,-10.0
133031,3.0
133032,146.0
133033,0.0
133034,40.0
133035,-16.0
133036,-19.0
133037,1.0
133038,689.0
133039,63.0
133040,34.0
133041,61.0
133042,67.0
133043,-11.0
133044,-9.0
133045,19.0
133046,44.0
133047,132.0
133048,-11.0
133049,-19.0
133050,-7.0
133051,-13.0
133052,-30.0
133053,-21.0
133054,-8.0
133055,7.0
133056,-17.0
133057,-21.0
133058,2.0
133059,2.0
133060,-15.0
133061,-2.0
133062,-31.0
133063,-3.0
133064,55.0
133065,7.0
133066,14.0
133067,233.0
133068,4.0
133069,-8.0
133070,-18.0
133071,111.0
133072,-16.0
133073,63.0
133074,-4.0
133075,-20.0
133076,-2.0
133077,-12.0
133078,-16.0
133079,-1.0
133080,97.0
133081,-8.0
133082,3.0
133083,2.0
133084,-12.0
133085,20.0
133086,137.0
133087,-12.0
133088,-11.0
133089,6.0
133090,247.0
133091,-14.0
133092,3.0
133093,8.0
133094,8.0
133095,-14.0
133096,-22.0
133097,-4.0
133098,-14.0
133099,-7.0
133100,-21.0
133101,4.0
133102,-13.0
133103,28.0
133104,-21.0
133105,-24.0
133106,-6.0
133107,2.0
133108,-3.0
133109,162.0
133110,-20.0
133111,18.0
133112,-17.0
133113,-22.0
133114,-4.0
133115,-3.0
133116,-6.0
133117,-7.0
133118,-15.0
133119,0.0
133120,-5.0
133121,-14.0
133122,-25.0
133123,16.0
133124,-7.0
133125,-27.0
133126,22.0
133127,-34.0
133128,-48.0
133129,-14.0
133130,-32.0
133131,-31.0
133132,-16.0
133133,25.0
133134,41.0
133135,0.0
133136,-7.0
133137,109.0
133138,32.0
133139,-14.0
133140,-14.0
133141,-16.0
133142,-1.0
133143,-12.0
133144,-7.0
133145,28.0
133146,-46.0
133147,23.0
133148,47.0
133149,43.0
133150,-14.0
133151,-16.0
133152,-4.0
133153,-32.0
133154,-9.0
133155,-32.0
133156,-7.0
133157,-5.0
133158,-14.0
133159,-16.0
133160,-3.0
133161,-44.0
133162,-28.0
133163,-15.0
133164,-7.0
133165,12.0
133166,24.0
133167,-25.0
133168,-2.0
133169,3.0
133170,-3.0
133171,-11.0
133172,-3.0
133173,10.0
133174,-2.0
133175,-24.0
133176,-14.0
133177,-18.0
133178,41.0
133179,6.0
133180,-24.0
133181,-25.0
133182,109.0
133183,-13.0
133184,-12.0
133185,16.0
133186,-1.0
133187,-15.0
133188,57.0
133189,-4.0
133190,-18.0
133191,-8.0
133192,30.0
133193,99.0
133194,-4.0
133195,123.0
133196,0.0
133197,-22.0
133198,40.0
133199,-11.0
133200,-18.0
133201,3.0
133202,-16.0
133203,9.0
133204,23.0
133205,55.0
133206,7.0
133207,-14.0
133208,37.0
133209,-34.0
133210,-31.0
133211,-6.0
133212,-16.0
133213,-16.0
133214,25.0
133215,15.0
133216,-20.0
133217,-1.0
133218,-17.0
133219,-3.0
133220,2.0
133221,-12.0
133222,7.0
133223,6.0
133224,-17.0
133225,75.0
133226,-1.0
133227,12.0
133228,12.0
133229,-2.0
133230,9.0
133231,-19.0
133232,-27.0
133233,1.0
133234,-30.0
133235,0.0
133236,-46.0
133237,4.0
133238,-20.0
133239,6.0
133240,-13.0
133241,-33.0
133242,-21.0
133243,-16.0
133244,-3.0
133245,-13.0
133246,-33.0
133247,-6.0
133248,-18.0
133249,42.0
133250,-7.0
133251,-5.0
133252,120.0
133253,-3.0
133254,-9.0
133255,-31.0
133256,-10.0
133257,64.0
133258,5.0
133259,27.0
133260,-18.0
133261,-4.0
133262,15.0
133263,77.0
133264,394.0
133265,1.0
133266,170.0
133267,-5.0
133268,-3.0
133269,8.0
133270,-21.0
133271,-26.0
133272,45.0
133273,17.0
133274,-1.0
133275,-26.0
133276,-32.0
133277,-14.0
133278,67.0
133279,0.0
133280,-22.0
133281,46.0
133282,26.0
133283,35.0
133284,-11.0
133285,-15.0
133286,-11.0
133287,-14.0
133288,-28.0
133289,5.0
133290,-24.0
133291,81.0
133292,0.0
133293,8.0
133294,-6.0
133295,-13.0
133296,110.0
133297,8.0
133298,-14.0
133299,-18.0
133300,-42.0
133301,-21.0
133302,10.0
133303,29.0
133304,-12.0
133305,-16.0
133306,18.0
133307,23.0
133308,-2.0
133309,53.0
133310,14.0
133311,-3.0
133312,17.0
133313,274.0
133314,-18.0
133315,-14.0
133316,-17.0
133317,-2.0
133318,-3.0
133319,0.0
133320,-35.0
133321,0.0
133322,-26.0
133323,-5.0
133324,-9.0
133325,-15.0
133326,-6.0
133327,-13.0
133328,-16.0
133329,-10.0
133330,-16.0
133331,-17.0
133332,-28.0
133333,16.0
133334,8.0
133335,-2.0
133336,-3.0
133337,2.0
133338,-20.0
133339,-9.0
133340,9.0
133341,73.0
133342,-6.0
133343,-8.0
133344,-16.0
133345,-23.0
133346,71.0
133347,6.0
133348,18.0
133349,13.0
133350,-19.0
133351,-35.0
133352,-11.0
133353,10.0
133354,15.0
133355,100.0
133356,-19.0
133357,10.0
133358,-8.0
133359,-11.0
133360,-15.0
133361,13.0
133362,80.0
133363,-28.0
133364,6.0
133365,-39.0
133366,-20.0
133367,50.0
133368,-8.0
133369,-8.0
133370,-6.0
133371,-25.0
133372,-2.0
133373,-21.0
133374,22.0
133375,-13.0
133376,-23.0
133377,-19.0
133378,3.0
133379,22.0
133380,29.0
133381,-10.0
133382,39.0
133383,32.0
133384,-13.0
133385,-44.0
133386,12.0
133387,-20.0
133388,-19.0
133389,-13.0
133390,4.0
133391,5.0
133392,-12.0
133393,0.0
133394,-1.0
133395,-9.0
133396,-17.0
133397,15.0
133398,-14.0
133399,-6.0
133400,-26.0
133401,-16.0
133402,-9.0
133403,15.0
133404,81.0
133405,111.0
133406,-13.0
133407,18.0
133408,-14.0
133409,17.0
133410,14.0
133411,-9.0
133412,-7.0
133413,-9.0
133414,-21.0
133415,-3.0
133416,-9.0
133417,5.0
133418,6.0
133419,64.0
133420,9.0
133421,-24.0
133422,-22.0
133423,-16.0
133424,-5.0
133425,-7.0
133426,2.0
133427,30.0
133428,14.0
133429,-32.0
133430,-39.0
133431,47.0
133432,-7.0
133433,-6.0
133434,-15.0
133435,-8.0
133436,-5.0
133437,-11.0
133438,-7.0
133439,-4.0
133440,-18.0
133441,-4.0
133442,68.0
133443,3.0
133444,-14.0
133445,-41.0
133446,-32.0
133447,7.0
133448,31.0
133449,3.0
133450,-18.0
133451,-1.0
133452,-4.0
133453,-4.0
133454,6.0
133455,-21.0
133456,-10.0
133457,-14.0
133458,-10.0
133459,-32.0
133460,-18.0
133461,119.0
133462,-16.0
133463,-10.0
133464,2.0
133465,-9.0
133466,15.0
133467,-7.0
133468,3.0
133469,14.0
133470,-1.0
133471,-22.0
133472,-9.0
133473,22.0
133474,-8.0
133475,-17.0
133476,7.0
133477,-13.0
133478,251.0
133479,-3.0
133480,43.0
133481,124.0
133482,-21.0
133483,-36.0
133484,31.0
133485,-7.0
133486,-23.0
133487,-21.0
133488,-5.0
133489,-17.0
133490,-23.0
133491,251.0
133492,-11.0
133493,-25.0
133494,-9.0
133495,37.0
133496,8.0
133497,-25.0
133498,20.0
133499,24.0
133500,-12.0
133501,-9.0
133502,89.0
133503,16.0
133504,-11.0
133505,11.0
133506,-3.0
133507,13.0
133508,-26.0
133509,14.0
133510,-17.0
133511,36.0
133512,38.0
133513,-31.0
133514,158.0
133515,-9.0
133516,13.0
133517,-1.0
133518,164.0
133519,-16.0
133520,-6.0
133521,22.0
133522,-9.0
133523,10.0
133524,-19.0
133525,-20.0
133526,-4.0
133527,-16.0
133528,-18.0
133529,-4.0
133530,-30.0
133531,-12.0
133532,-8.0
133533,1.0
133534,-12.0
133535,-12.0
133536,-27.0
133537,-29.0
133538,26.0
133539,-4.0
133540,143.0
133541,-13.0
133542,-2.0
133543,-4.0
133544,4.0
133545,-30.0
133546,31.0
133547,5.0
133548,-7.0
133549,-7.0
133550,0.0
133551,-15.0
133552,49.0
133553,-25.0
133554,20.0
133555,-3.0
133556,-21.0
133557,99.0
133558,-15.0
133559,21.0
133560,-19.0
133561,-10.0
133562,7.0
133563,-9.0
133564,-11.0
133565,-23.0
133566,10.0
133567,-7.0
133568,19.0
133569,96.0
133570,130.0
133571,22.0
133572,-16.0
133573,-9.0
133574,-15.0
133575,-33.0
133576,15.0
133577,-14.0
133578,-9.0
133579,-20.0
133580,1.0
133581,-2.0
133582,-14.0
133583,-6.0
133584,-11.0
133585,-5.0
133586,-17.0
133587,129.0
133588,-1.0
133589,32.0
133590,-24.0
133591,189.0
133592,19.0
133593,-8.0
133594,64.0
133595,32.0
133596,-14.0
133597,-13.0
133598,-4.0
133599,-10.0
133600,-9.0
133601,-2.0
133602,-1.0
133603,-37.0
133604,-63.0
133605,-9.0
133606,58.0
133607,-12.0
133608,1.0
133609,4.0
133610,-26.0
133611,-19.0
133612,-17.0
133613,-5.0
133614,-24.0
133615,-41.0
133616,39.0
133617,18.0
133618,-50.0
133619,-15.0
133620,-1.0
133621,11.0
133622,5.0
133623,-11.0
